plantid,dateobservation,longueur,largeur,note
MMA3090,2017-09-15,120.88,196.62,Condition normale pour la saison.
MMA3090,2017-10-15,126.53,168.15,Légère variabilité observée.
MMA3092,2017-05-15,131.58,134.16,Condition normale pour la saison.
MMA3092,2017-06-15,58.30,121.51,Légère variabilité observée.
MMA3092,2017-07-15,141.76,182.39,Condition normale pour la saison.
MMA3092,2017-08-15,145.93,160.51,Légère variabilité observée.
MMA3092,2017-09-15,117.79,50.06,Rien à signaler.
MMA3092,2017-10-15,89.87,190.54,Rien à signaler.
MMA3094,2017-05-15,178.99,79.51,Condition normale pour la saison.
MMA3094,2017-06-15,75.82,176.39,Condition normale pour la saison.
MMA3094,2017-07-15,160.32,50.37,Condition normale pour la saison.
MMA3094,2017-08-15,100.73,138.87,Condition normale pour la saison.
MMA3094,2017-09-15,107.50,186.41,Rien à signaler.
MMA3094,2017-10-15,109.46,68.47,Condition normale pour la saison.
MMA3096,2017-05-15,113.98,111.07,Rien à signaler.
MMA3096,2017-06-15,157.40,92.11,Rien à signaler.
MMA3096,2017-07-15,132.63,76.56,Condition normale pour la saison.
MMA3096,2017-08-15,169.69,60.42,Condition normale pour la saison.
MMA3096,2017-09-15,174.74,193.94,Légère variabilité observée.
MMA3096,2017-10-15,177.19,59.01,Légère variabilité observée.
MMA3098,2017-05-15,145.77,131.11,Condition normale pour la saison.
MMA3098,2017-06-15,149.57,122.15,Condition normale pour la saison.
MMA3098,2017-07-15,154.06,80.39,Rien à signaler.
MMA3098,2017-08-15,193.70,127.45,Légère variabilité observée.
MMA3098,2017-09-15,157.68,129.32,Rien à signaler.
MMA3098,2017-10-15,94.00,128.43,Légère variabilité observée.
MMA3100,2017-05-15,65.68,68.16,Légère variabilité observée.
MMA3100,2017-06-15,138.90,88.63,Légère variabilité observée.
MMA3100,2017-07-15,59.25,169.22,Rien à signaler.
MMA3100,2017-08-15,133.93,84.90,Condition normale pour la saison.
MMA3100,2017-09-15,191.47,192.17,Légère variabilité observée.
MMA3100,2017-10-15,55.99,115.73,Rien à signaler.
MMA4002,2017-05-15,150.62,107.27,Condition normale pour la saison.
MMA4002,2017-06-15,175.12,70.45,Légère variabilité observée.
MMA4002,2017-07-15,93.74,123.10,Condition normale pour la saison.
MMA4002,2017-08-15,166.55,152.26,Condition normale pour la saison.
MMA4002,2017-09-15,89.29,166.25,Condition normale pour la saison.
MMA4002,2017-10-15,61.53,88.85,Légère variabilité observée.
MMA4004,2017-05-15,89.89,180.18,Légère variabilité observée.
MMA4004,2017-06-15,68.16,70.83,Condition normale pour la saison.
MMA4004,2017-07-15,112.92,125.55,Légère variabilité observée.
MMA4004,2017-08-15,118.56,131.98,Légère variabilité observée.
MMA4004,2017-09-15,111.53,158.03,Légère variabilité observée.
MMA4004,2017-10-15,58.20,148.93,Rien à signaler.
MMA4006,2017-05-15,192.06,163.99,Condition normale pour la saison.
MMA4006,2017-06-15,93.43,94.56,Condition normale pour la saison.
MMA4006,2017-07-15,134.28,183.48,Condition normale pour la saison.
MMA4006,2017-08-15,77.38,62.22,Condition normale pour la saison.
MMA4006,2017-09-15,126.95,196.39,Condition normale pour la saison.
MMA4006,2017-10-15,157.76,198.27,Condition normale pour la saison.
MMA4008,2017-05-15,184.11,183.55,Rien à signaler.
MMA4008,2017-06-15,184.15,51.51,Condition normale pour la saison.
MMA4008,2017-07-15,107.57,89.75,Rien à signaler.
MMA4008,2017-08-15,70.73,140.86,Légère variabilité observée.
MMA4008,2017-09-15,141.84,82.97,Condition normale pour la saison.
MMA4008,2017-10-15,182.23,165.65,Condition normale pour la saison.
MMA4010,2017-05-15,121.36,138.73,Rien à signaler.
MMA4010,2017-06-15,63.49,95.82,Rien à signaler.
MMA4010,2017-07-15,187.28,115.65,Condition normale pour la saison.
MMA4010,2017-08-15,128.28,76.53,Légère variabilité observée.
MMA4010,2017-09-15,140.33,108.57,Condition normale pour la saison.
MMA4010,2017-10-15,135.03,51.47,Rien à signaler.
MMA4012,2017-05-15,80.67,164.30,Rien à signaler.
MMA4012,2017-06-15,134.95,153.24,Condition normale pour la saison.
MMA4012,2017-07-15,84.06,134.49,Rien à signaler.
MMA4012,2017-08-15,178.05,166.15,Condition normale pour la saison.
MMA4012,2017-09-15,194.50,198.42,Légère variabilité observée.
MMA4012,2017-10-15,173.59,125.32,Condition normale pour la saison.
MMA4014,2017-05-15,180.93,184.30,Légère variabilité observée.
MMA4014,2017-06-15,77.68,99.38,Condition normale pour la saison.
MMA4014,2017-07-15,133.67,107.28,Condition normale pour la saison.
MMA4014,2017-08-15,125.53,136.64,Rien à signaler.
MMA4014,2017-09-15,114.01,130.80,Légère variabilité observée.
MMA4014,2017-10-15,81.93,116.48,Rien à signaler.
MMA4016,2017-05-15,68.39,90.10,Condition normale pour la saison.
MMA4016,2017-06-15,51.80,129.94,Condition normale pour la saison.
MMA4016,2017-07-15,53.20,156.71,Légère variabilité observée.
MMA4016,2017-08-15,159.66,51.31,Condition normale pour la saison.
MMA4016,2017-09-15,190.08,163.06,Condition normale pour la saison.
MMA4016,2017-10-15,170.13,165.75,Rien à signaler.
MMA4018,2017-05-15,152.43,128.33,Légère variabilité observée.
MMA4018,2017-06-15,105.81,182.33,Condition normale pour la saison.
MMA4018,2017-07-15,180.84,176.23,Condition normale pour la saison.
MMA4018,2017-08-15,55.11,168.03,Condition normale pour la saison.
MMA4018,2017-09-15,144.21,78.48,Légère variabilité observée.
MMA4018,2017-10-15,150.21,89.73,Légère variabilité observée.
MMA4020,2017-05-15,124.68,160.70,Condition normale pour la saison.
MMA4020,2017-06-15,63.40,50.06,Condition normale pour la saison.
MMA4020,2017-07-15,148.32,81.67,Légère variabilité observée.
MMA4020,2017-08-15,147.06,181.88,Légère variabilité observée.
MMA4020,2017-09-15,169.58,173.38,Condition normale pour la saison.
MMA4020,2017-10-15,179.88,133.27,Rien à signaler.
MMA4022,2017-05-15,190.62,178.20,Légère variabilité observée.
MMA4022,2017-06-15,182.16,88.84,Rien à signaler.
MMA4022,2017-07-15,191.42,189.66,Condition normale pour la saison.
MMA4022,2017-08-15,145.86,197.89,Rien à signaler.
MMA4022,2017-09-15,122.80,129.50,Légère variabilité observée.
MMA4022,2017-10-15,148.93,105.15,Condition normale pour la saison.
MMA4024,2017-05-15,96.77,170.76,Condition normale pour la saison.
MMA4024,2017-06-15,90.39,142.34,Rien à signaler.
MMA4024,2017-07-15,106.64,77.29,Légère variabilité observée.
MMA4024,2017-08-15,136.07,126.13,Légère variabilité observée.
MMA4024,2017-09-15,156.69,104.12,Condition normale pour la saison.
MMA4024,2017-10-15,148.71,153.06,Condition normale pour la saison.
MMA4026,2017-05-15,78.59,188.25,Légère variabilité observée.
MMA4026,2017-06-15,123.84,166.31,Condition normale pour la saison.
MMA4026,2017-07-15,127.38,86.85,Condition normale pour la saison.
MMA4026,2017-08-15,190.53,52.82,Rien à signaler.
MMA4026,2017-09-15,181.23,173.21,Condition normale pour la saison.
MMA4026,2017-10-15,74.18,194.74,Condition normale pour la saison.
MMA4028,2017-05-15,116.68,179.78,Rien à signaler.
MMA4028,2017-06-15,180.08,132.22,Condition normale pour la saison.
MMA4028,2017-07-15,159.74,76.76,Légère variabilité observée.
MMA4028,2017-08-15,96.57,97.51,Condition normale pour la saison.
MMA4028,2017-09-15,106.66,56.82,Condition normale pour la saison.
MMA4028,2017-10-15,110.50,150.29,Condition normale pour la saison.
MMA4030,2017-05-15,95.26,100.52,Légère variabilité observée.
MMA4030,2017-06-15,134.49,57.35,Condition normale pour la saison.
MMA4030,2017-07-15,111.14,130.00,Rien à signaler.
MMA4030,2017-08-15,71.20,176.05,Condition normale pour la saison.
MMA4030,2017-09-15,181.03,166.59,Légère variabilité observée.
MMA4030,2017-10-15,101.68,114.41,Rien à signaler.
MMA4032,2017-05-15,146.39,69.23,Rien à signaler.
MMA4032,2017-06-15,98.32,181.74,Condition normale pour la saison.
MMA4032,2017-07-15,90.20,74.53,Rien à signaler.
MMA4032,2017-08-15,108.82,167.37,Condition normale pour la saison.
MMA4032,2017-09-15,172.21,103.40,Rien à signaler.
MMA4032,2017-10-15,168.08,167.87,Condition normale pour la saison.
MMA4034,2017-05-15,151.59,154.67,Condition normale pour la saison.
MMA4034,2017-06-15,141.57,52.73,Rien à signaler.
MMA4034,2017-07-15,90.05,65.18,Condition normale pour la saison.
MMA4034,2017-08-15,78.12,54.98,Légère variabilité observée.
MMA4034,2017-09-15,197.36,158.07,Légère variabilité observée.
MMA4034,2017-10-15,193.95,74.84,Condition normale pour la saison.
MMA4036,2017-05-15,139.66,78.13,Légère variabilité observée.
MMA4036,2017-06-15,71.66,198.70,Condition normale pour la saison.
MMA4036,2017-07-15,140.05,117.63,Condition normale pour la saison.
MMA4036,2017-08-15,52.40,125.13,Condition normale pour la saison.
MMA4036,2017-09-15,132.74,182.74,Légère variabilité observée.
MMA4036,2017-10-15,138.43,117.70,Condition normale pour la saison.
MMA4038,2017-05-15,134.27,182.21,Rien à signaler.
MMA4038,2017-06-15,119.16,144.30,Condition normale pour la saison.
MMA4038,2017-07-15,170.73,174.50,Condition normale pour la saison.
MMA4038,2017-08-15,67.45,144.97,Condition normale pour la saison.
MMA4038,2017-09-15,117.03,64.37,Condition normale pour la saison.
MMA4038,2017-10-15,128.46,110.53,Légère variabilité observée.
MMA4040,2017-05-15,111.88,111.24,Légère variabilité observée.
MMA4040,2017-06-15,141.02,53.49,Condition normale pour la saison.
MMA4040,2017-07-15,79.84,123.73,Condition normale pour la saison.
MMA4040,2017-08-15,163.99,52.39,Condition normale pour la saison.
MMA4040,2017-09-15,117.07,106.50,Légère variabilité observée.
MMA4040,2017-10-15,60.75,192.30,Condition normale pour la saison.
MMA4042,2017-05-15,123.42,82.92,Rien à signaler.
MMA4042,2017-06-15,176.44,150.09,Légère variabilité observée.
MMA4042,2017-07-15,76.06,60.33,Condition normale pour la saison.
MMA4042,2017-08-15,183.88,86.52,Condition normale pour la saison.
MMA4042,2017-09-15,161.78,152.12,Rien à signaler.
MMA4042,2017-10-15,141.65,102.73,Condition normale pour la saison.
MMA4044,2017-05-15,141.07,176.19,Rien à signaler.
MMA4044,2017-06-15,107.75,151.10,Condition normale pour la saison.
MMA4044,2017-07-15,164.55,83.30,Condition normale pour la saison.
MMA4044,2017-08-15,82.20,179.84,Légère variabilité observée.
MMA4044,2017-09-15,197.66,125.87,Légère variabilité observée.
MMA4044,2017-10-15,196.48,141.34,Légère variabilité observée.
MMA4046,2017-05-15,114.43,92.20,Condition normale pour la saison.
MMA4046,2017-06-15,61.28,52.20,Condition normale pour la saison.
MMA4046,2017-07-15,96.02,175.66,Condition normale pour la saison.
MMA4046,2017-08-15,60.49,136.78,Condition normale pour la saison.
MMA4046,2017-09-15,163.95,191.64,Condition normale pour la saison.
MMA4046,2017-10-15,159.55,64.28,Rien à signaler.
MMA4048,2017-05-15,112.53,108.41,Rien à signaler.
MMA4048,2017-06-15,165.01,150.17,Condition normale pour la saison.
MMA4048,2017-07-15,199.99,175.78,Condition normale pour la saison.
MMA4048,2017-08-15,119.28,182.10,Rien à signaler.
MMA4048,2017-09-15,194.62,168.22,Condition normale pour la saison.
MMA4048,2017-10-15,181.25,116.68,Condition normale pour la saison.
MMA4050,2017-05-15,129.15,106.51,Condition normale pour la saison.
MMA4050,2017-06-15,191.27,127.42,Légère variabilité observée.
MMA4050,2017-07-15,108.59,120.16,Rien à signaler.
MMA4050,2017-08-15,153.29,82.37,Légère variabilité observée.
MMA4050,2017-09-15,67.69,76.19,Légère variabilité observée.
MMA4050,2017-10-15,74.03,67.89,Condition normale pour la saison.
MMA4052,2017-05-15,80.73,86.11,Condition normale pour la saison.
MMA4052,2017-06-15,62.62,70.63,Condition normale pour la saison.
MMA4052,2017-07-15,167.29,70.71,Légère variabilité observée.
MMA4052,2017-08-15,176.71,134.75,Condition normale pour la saison.
MMA4052,2017-09-15,152.05,97.87,Rien à signaler.
MMA4052,2017-10-15,122.53,165.67,Condition normale pour la saison.
MMA4054,2017-05-15,69.35,155.34,Légère variabilité observée.
MMA4054,2017-06-15,175.20,190.88,Condition normale pour la saison.
MMA4054,2017-07-15,191.95,79.51,Légère variabilité observée.
MMA4054,2017-08-15,126.10,63.27,Condition normale pour la saison.
MMA4054,2017-09-15,154.43,62.17,Rien à signaler.
MMA4054,2017-10-15,178.62,154.70,Rien à signaler.
MMA4056,2017-05-15,101.70,188.38,Condition normale pour la saison.
MMA4056,2017-06-15,166.18,177.24,Légère variabilité observée.
MMA4056,2017-07-15,161.20,96.69,Légère variabilité observée.
MMA4056,2017-08-15,100.00,195.56,Légère variabilité observée.
MMA4056,2017-09-15,62.86,57.23,Condition normale pour la saison.
MMA4056,2017-10-15,122.70,68.12,Rien à signaler.
MMA4058,2017-05-15,63.75,162.18,Légère variabilité observée.
MMA4058,2017-06-15,122.50,192.14,Condition normale pour la saison.
MMA4058,2017-07-15,192.10,191.85,Condition normale pour la saison.
MMA4058,2017-08-15,78.16,93.18,Condition normale pour la saison.
MMA4058,2017-09-15,161.24,193.38,Condition normale pour la saison.
MMA4058,2017-10-15,184.32,134.82,Condition normale pour la saison.
MMA4060,2017-05-15,171.14,161.50,Condition normale pour la saison.
MMA4060,2017-06-15,106.81,163.93,Condition normale pour la saison.
MMA4060,2017-07-15,146.40,158.61,Condition normale pour la saison.
MMA4060,2017-08-15,189.80,110.53,Légère variabilité observée.
MMA4060,2017-09-15,90.35,118.77,Rien à signaler.
MMA4060,2017-10-15,70.29,111.00,Condition normale pour la saison.
MMA4062,2017-05-15,165.69,119.08,Rien à signaler.
MMA4062,2017-06-15,171.27,157.04,Rien à signaler.
MMA4062,2017-07-15,120.95,86.99,Condition normale pour la saison.
MMA4062,2017-08-15,110.53,60.39,Légère variabilité observée.
MMA4062,2017-09-15,66.32,170.23,Légère variabilité observée.
MMA4062,2017-10-15,85.33,175.02,Rien à signaler.
MMA4064,2017-05-15,127.13,130.46,Condition normale pour la saison.
MMA4064,2017-06-15,52.19,133.06,Légère variabilité observée.
MMA4064,2017-07-15,153.21,192.71,Condition normale pour la saison.
MMA4064,2017-08-15,96.64,82.25,Condition normale pour la saison.
MMA4064,2017-09-15,81.22,110.31,Condition normale pour la saison.
MMA4064,2017-10-15,146.38,155.00,Condition normale pour la saison.
MMA4066,2017-05-15,69.42,123.61,Condition normale pour la saison.
MMA4066,2017-06-15,187.52,91.41,Condition normale pour la saison.
MMA4066,2017-07-15,57.20,51.78,Rien à signaler.
MMA4066,2017-08-15,118.87,118.18,Condition normale pour la saison.
MMA4066,2017-09-15,95.93,141.70,Rien à signaler.
MMA4066,2017-10-15,151.41,195.68,Légère variabilité observée.
MMA4068,2017-05-15,132.71,126.94,Légère variabilité observée.
MMA4068,2017-06-15,127.02,61.97,Condition normale pour la saison.
MMA4068,2017-07-15,122.65,139.71,Condition normale pour la saison.
MMA4068,2017-08-15,197.24,148.30,Rien à signaler.
MMA4068,2017-09-15,100.37,83.95,Rien à signaler.
MMA4068,2017-10-15,154.32,104.54,Condition normale pour la saison.
MMA4070,2017-05-15,139.03,183.42,Condition normale pour la saison.
MMA4070,2017-06-15,111.96,193.75,Légère variabilité observée.
MMA4070,2017-07-15,161.89,195.54,Rien à signaler.
MMA4070,2017-08-15,95.25,91.32,Légère variabilité observée.
MMA4070,2017-09-15,149.06,129.84,Rien à signaler.
MMA4070,2017-10-15,76.50,148.81,Rien à signaler.
MMA4072,2017-05-15,151.00,144.67,Légère variabilité observée.
MMA4072,2017-06-15,152.26,148.33,Rien à signaler.
MMA4072,2017-07-15,112.09,158.30,Rien à signaler.
MMA4072,2017-08-15,71.25,139.81,Condition normale pour la saison.
MMA4072,2017-09-15,146.31,70.66,Condition normale pour la saison.
MMA4072,2017-10-15,171.00,82.82,Rien à signaler.
MMA4074,2017-05-15,95.77,178.00,Condition normale pour la saison.
MMA4074,2017-06-15,117.90,100.00,Condition normale pour la saison.
MMA4074,2017-07-15,114.72,131.69,Légère variabilité observée.
MMA4074,2017-08-15,53.83,157.87,Condition normale pour la saison.
MMA4074,2017-09-15,138.79,83.85,Rien à signaler.
MMA4074,2017-10-15,164.77,147.28,Légère variabilité observée.
MMA4076,2017-05-15,116.75,63.26,Légère variabilité observée.
MMA4076,2017-06-15,145.69,63.66,Condition normale pour la saison.
MMA4076,2017-07-15,92.27,166.61,Condition normale pour la saison.
MMA4076,2017-08-15,61.74,71.21,Rien à signaler.
MMA4076,2017-09-15,101.27,77.56,Condition normale pour la saison.
MMA4076,2017-10-15,134.04,67.26,Condition normale pour la saison.
MMA4078,2017-05-15,170.19,61.51,Rien à signaler.
MMA4078,2017-06-15,95.83,133.81,Légère variabilité observée.
MMA4078,2017-07-15,195.49,81.50,Condition normale pour la saison.
MMA4078,2017-08-15,158.41,185.96,Rien à signaler.
MMA4078,2017-09-15,51.38,53.86,Légère variabilité observée.
MMA4078,2017-10-15,60.59,53.25,Condition normale pour la saison.
MMA4080,2017-05-15,165.23,66.46,Rien à signaler.
MMA4080,2017-06-15,193.80,143.65,Légère variabilité observée.
MMA4080,2017-07-15,187.78,141.25,Condition normale pour la saison.
MMA4080,2017-08-15,140.47,177.17,Légère variabilité observée.
MMA4080,2017-09-15,127.08,64.94,Rien à signaler.
MMA4080,2017-10-15,97.59,168.62,Condition normale pour la saison.
MMA4082,2017-05-15,51.82,64.95,Condition normale pour la saison.
MMA4082,2017-06-15,113.70,142.49,Condition normale pour la saison.
MMA4082,2017-07-15,91.18,102.96,Rien à signaler.
MMA4082,2017-08-15,70.66,96.97,Rien à signaler.
MMA4082,2017-09-15,152.09,183.59,Rien à signaler.
MMA4082,2017-10-15,127.86,57.51,Condition normale pour la saison.
MMA4084,2017-05-15,124.97,171.96,Rien à signaler.
MMA4084,2017-06-15,190.63,86.19,Condition normale pour la saison.
MMA4084,2017-07-15,192.08,82.47,Rien à signaler.
MMA4084,2017-08-15,94.63,186.97,Rien à signaler.
MMA4084,2017-09-15,177.86,172.93,Condition normale pour la saison.
MMA4084,2017-10-15,117.29,159.84,Condition normale pour la saison.
MMA4086,2017-05-15,191.91,83.87,Condition normale pour la saison.
MMA4086,2017-06-15,96.65,56.26,Condition normale pour la saison.
MMA4086,2017-07-15,76.80,68.01,Rien à signaler.
MMA4086,2017-08-15,163.15,176.49,Condition normale pour la saison.
MMA4086,2017-09-15,96.60,111.18,Condition normale pour la saison.
MMA4086,2017-10-15,162.57,150.90,Légère variabilité observée.
MMA4088,2017-05-15,100.82,182.24,Condition normale pour la saison.
MMA4088,2017-06-15,150.70,92.04,Condition normale pour la saison.
MMA4088,2017-07-15,61.53,175.47,Condition normale pour la saison.
MMA4088,2017-08-15,185.31,112.74,Légère variabilité observée.
MMA4088,2017-09-15,103.89,72.01,Condition normale pour la saison.
MMA4088,2017-10-15,156.03,78.20,Condition normale pour la saison.
MMA4090,2017-05-15,68.07,82.31,Condition normale pour la saison.
MMA4090,2017-06-15,139.35,128.26,Légère variabilité observée.
MMA4090,2017-07-15,186.73,129.09,Condition normale pour la saison.
MMA4090,2017-08-15,187.58,175.37,Rien à signaler.
MMA4090,2017-09-15,138.11,178.59,Rien à signaler.
MMA4090,2017-10-15,157.39,174.97,Condition normale pour la saison.
MMA4092,2017-05-15,82.53,178.49,Condition normale pour la saison.
MMA4092,2017-06-15,66.46,137.14,Condition normale pour la saison.
MMA4092,2017-07-15,127.81,68.71,Condition normale pour la saison.
MMA4092,2017-08-15,104.86,188.16,Rien à signaler.
MMA4092,2017-09-15,159.64,154.36,Rien à signaler.
MMA4092,2017-10-15,64.57,130.44,Condition normale pour la saison.
MMA4094,2017-05-15,158.95,171.40,Condition normale pour la saison.
MMA4094,2017-06-15,195.32,99.19,Condition normale pour la saison.
MMA4094,2017-07-15,58.63,89.49,Condition normale pour la saison.
MMA4094,2017-08-15,144.59,121.91,Légère variabilité observée.
MMA4094,2017-09-15,159.17,190.57,Rien à signaler.
MMA4094,2017-10-15,107.59,95.46,Condition normale pour la saison.
MMA4096,2017-05-15,199.50,66.50,Condition normale pour la saison.
MMA4096,2017-06-15,165.11,82.52,Condition normale pour la saison.
MMA4096,2017-07-15,161.80,71.55,Condition normale pour la saison.
MMA4096,2017-08-15,80.28,154.61,Rien à signaler.
MMA4096,2017-09-15,97.14,84.15,Condition normale pour la saison.
MMA4096,2017-10-15,185.98,131.73,Condition normale pour la saison.
MMA4098,2017-05-15,143.07,89.13,Rien à signaler.
MMA4098,2017-06-15,138.07,91.31,Légère variabilité observée.
MMA4098,2017-07-15,88.21,132.46,Rien à signaler.
MMA4098,2017-08-15,68.11,52.76,Condition normale pour la saison.
MMA4098,2017-09-15,164.18,133.40,Condition normale pour la saison.
MMA4098,2017-10-15,182.42,117.33,Rien à signaler.
MMA4100,2017-05-15,53.00,100.93,Condition normale pour la saison.
MMA4100,2017-06-15,155.70,107.59,Légère variabilité observée.
MMA4100,2017-07-15,99.16,90.19,Légère variabilité observée.
MMA4100,2017-08-15,117.47,164.82,Condition normale pour la saison.
MMA4100,2017-09-15,71.05,70.08,Condition normale pour la saison.
MMA4100,2017-10-15,57.60,189.42,Légère variabilité observée.
MMB1002,2017-05-15,123.58,104.17,Rien à signaler.
MMB1002,2017-06-15,168.23,123.81,Condition normale pour la saison.
MMB1002,2017-07-15,65.39,160.21,Rien à signaler.
MMB1002,2017-08-15,57.28,192.19,Légère variabilité observée.
MMB1002,2017-09-15,123.38,164.56,Condition normale pour la saison.
MMB1002,2017-10-15,50.76,171.02,Légère variabilité observée.
MMB1004,2017-05-15,73.60,166.63,Rien à signaler.
MMB1004,2017-06-15,83.52,136.87,Rien à signaler.
MMB1004,2017-07-15,57.05,153.37,Condition normale pour la saison.
MMB1004,2017-08-15,172.64,120.37,Condition normale pour la saison.
MMB1004,2017-09-15,82.72,181.94,Condition normale pour la saison.
MMB1004,2017-10-15,110.96,185.12,Légère variabilité observée.
MMB1006,2017-05-15,92.59,179.69,Condition normale pour la saison.
MMB1006,2017-06-15,154.30,157.31,Légère variabilité observée.
MMB1006,2017-07-15,90.58,126.64,Rien à signaler.
MMB1006,2017-08-15,72.79,113.77,Condition normale pour la saison.
MMB1006,2017-09-15,51.86,165.17,Condition normale pour la saison.
MMB1006,2017-10-15,140.42,142.75,Condition normale pour la saison.
MMB1008,2017-05-15,71.08,149.14,Rien à signaler.
MMB1008,2017-06-15,105.65,94.53,Rien à signaler.
MMB1008,2017-07-15,115.67,57.45,Condition normale pour la saison.
MMB1008,2017-08-15,112.87,130.34,Légère variabilité observée.
MMB1008,2017-09-15,187.65,113.66,Légère variabilité observée.
MMB1008,2017-10-15,115.58,66.16,Condition normale pour la saison.
MMB1010,2017-05-15,143.52,56.10,Condition normale pour la saison.
MMB1010,2017-06-15,95.03,56.45,Rien à signaler.
MMB1010,2017-07-15,59.48,120.49,Rien à signaler.
MMB1010,2017-08-15,100.91,152.96,Condition normale pour la saison.
MMB1010,2017-09-15,66.28,56.65,Condition normale pour la saison.
MMB1010,2017-10-15,101.65,110.54,Condition normale pour la saison.
MMB1012,2017-05-15,160.98,54.83,Rien à signaler.
MMB1012,2017-06-15,140.69,178.97,Condition normale pour la saison.
MMB1012,2017-07-15,161.82,53.82,Condition normale pour la saison.
MMB1012,2017-08-15,173.95,138.68,Rien à signaler.
MMB1012,2017-09-15,112.74,139.80,Rien à signaler.
MMB1012,2017-10-15,188.47,155.06,Rien à signaler.
MMB1014,2017-05-15,190.93,179.94,Légère variabilité observée.
MMB1014,2017-06-15,74.90,163.80,Rien à signaler.
MMB1014,2017-07-15,198.03,163.16,Condition normale pour la saison.
MMB1014,2017-08-15,74.18,141.58,Rien à signaler.
MMB1014,2017-09-15,182.83,129.82,Légère variabilité observée.
MMB1014,2017-10-15,54.84,178.22,Condition normale pour la saison.
MMB1016,2017-05-15,188.06,64.12,Rien à signaler.
MMB1016,2017-06-15,74.16,138.96,Légère variabilité observée.
MMB1016,2017-07-15,153.85,61.18,Rien à signaler.
MMB1016,2017-08-15,53.80,161.77,Légère variabilité observée.
MMB1016,2017-09-15,83.60,59.78,Rien à signaler.
MMB1016,2017-10-15,121.47,99.49,Condition normale pour la saison.
MMB1018,2017-05-15,152.52,173.96,Condition normale pour la saison.
MMB1018,2017-06-15,182.53,81.14,Condition normale pour la saison.
MMB1018,2017-07-15,196.82,60.94,Rien à signaler.
MMB1018,2017-08-15,149.88,157.86,Légère variabilité observée.
MMB1018,2017-09-15,160.72,110.15,Condition normale pour la saison.
MMB1018,2017-10-15,188.78,50.19,Condition normale pour la saison.
MMB1020,2017-05-15,139.57,148.17,Légère variabilité observée.
MMB1020,2017-06-15,180.88,62.85,Condition normale pour la saison.
MMB1020,2017-07-15,71.46,162.60,Légère variabilité observée.
MMB1020,2017-08-15,101.55,165.94,Condition normale pour la saison.
MMB1020,2017-09-15,170.05,187.24,Légère variabilité observée.
MMB1020,2017-10-15,81.30,171.64,Condition normale pour la saison.
MMB1022,2017-05-15,169.75,118.04,Condition normale pour la saison.
MMB1022,2017-06-15,142.19,68.85,Condition normale pour la saison.
MMB1022,2017-07-15,179.35,95.65,Rien à signaler.
MMB1022,2017-08-15,159.35,153.94,Condition normale pour la saison.
MMB1022,2017-09-15,52.38,122.88,Condition normale pour la saison.
MMB1022,2017-10-15,151.77,147.76,Légère variabilité observée.
MMB1024,2017-05-15,104.38,133.11,Condition normale pour la saison.
MMB1024,2017-06-15,82.07,95.13,Légère variabilité observée.
MMB1024,2017-07-15,118.59,111.90,Légère variabilité observée.
MMB1024,2017-08-15,187.47,158.87,Condition normale pour la saison.
MMB1024,2017-09-15,116.77,153.50,Condition normale pour la saison.
MMB1024,2017-10-15,53.82,134.91,Condition normale pour la saison.
MMB1026,2017-05-15,175.53,106.56,Légère variabilité observée.
MMB1026,2017-06-15,92.47,171.37,Légère variabilité observée.
MMB1026,2017-07-15,50.57,140.46,Légère variabilité observée.
MMB1026,2017-08-15,105.59,89.87,Légère variabilité observée.
MMB1026,2017-09-15,127.46,60.58,Légère variabilité observée.
MMB1026,2017-10-15,125.61,134.80,Légère variabilité observée.
MMB1028,2017-05-15,159.59,87.63,Condition normale pour la saison.
MMB1028,2017-06-15,144.89,134.79,Condition normale pour la saison.
MMB1028,2017-07-15,93.53,134.99,Condition normale pour la saison.
MMB1028,2017-08-15,102.80,173.79,Rien à signaler.
MMB1028,2017-09-15,123.88,91.93,Condition normale pour la saison.
MMB1028,2017-10-15,112.17,168.07,Rien à signaler.
MMB1030,2017-05-15,99.44,82.04,Condition normale pour la saison.
MMB1030,2017-06-15,68.03,144.41,Condition normale pour la saison.
MMB1030,2017-07-15,140.43,107.55,Condition normale pour la saison.
MMB1030,2017-08-15,113.71,164.75,Condition normale pour la saison.
MMB1030,2017-09-15,132.76,118.31,Rien à signaler.
MMB1030,2017-10-15,158.10,188.90,Rien à signaler.
MMB1032,2017-05-15,83.02,120.75,Légère variabilité observée.
MMB1032,2017-06-15,143.81,184.53,Légère variabilité observée.
MMB1032,2017-07-15,160.96,54.39,Condition normale pour la saison.
MMB1032,2017-08-15,157.98,102.03,Légère variabilité observée.
MMB1032,2017-09-15,193.33,170.82,Condition normale pour la saison.
MMB1032,2017-10-15,65.03,112.85,Rien à signaler.
MMB1034,2017-05-15,133.96,153.42,Condition normale pour la saison.
MMB1034,2017-06-15,77.05,72.07,Condition normale pour la saison.
MMB1034,2017-07-15,134.29,74.41,Condition normale pour la saison.
MMB1034,2017-08-15,163.97,53.63,Condition normale pour la saison.
MMB1034,2017-09-15,163.82,73.47,Rien à signaler.
MMB1034,2017-10-15,178.73,162.95,Condition normale pour la saison.
MMB1036,2017-05-15,64.19,180.42,Légère variabilité observée.
MMB1036,2017-06-15,195.21,196.80,Condition normale pour la saison.
