id,date_observation,longueur,largeur
1395,2024-06-21,329,55
1395,2024-06-25,86,68
1395,2024-07-02,263,87
1395,2024-07-03,123,71
1395,2024-07-04,326,91
1395,2024-07-06,164,221
1395,2024-07-07,179,208
1395,2024-07-08,204,210
1395,2024-07-19,87,76
1395,2024-07-27,293,105
1395,2024-07-28,206,226
1396,2024-05-16,42,141
1396,2024-05-20,73,130
1396,2024-05-26,181,91
1396,2024-05-27,137,40
1396,2024-05-28,167,85
1396,2024-05-31,103,133
1396,2024-06-07,199,171
1396,2024-06-09,298,209
1396,2024-06-11,320,140
1396,2024-06-13,178,250
1396,2024-06-15,234,141
1396,2024-06-16,298,249
1396,2024-06-19,91,160
1396,2024-06-23,203,69
1396,2024-06-24,253,144
1396,2024-06-29,308,59
1396,2024-07-04,178,243
1396,2024-07-10,97,69
1396,2024-07-12,125,116
1396,2024-07-20,301,203
1396,2024-07-24,121,59
1396,2024-07-27,268,224
1396,2024-07-29,257,122
1396,2024-08-01,129,98
1396,2024-08-16,216,176
1396,2024-08-19,107,102
1396,2024-08-24,265,78
1396,2024-08-27,133,134
1396,2024-09-01,108,107
1396,2024-09-07,168,199
1397,2024-05-09,78,111
1397,2024-05-11,87,63
1397,2024-05-15,52,135
1397,2024-05-16,92,94
1397,2024-05-17,104,59
1397,2024-05-19,146,45
1397,2024-05-20,85,135
1397,2024-05-29,87,47
1397,2024-05-30,194,109
1397,2024-06-07,106,188
1397,2024-06-10,173,129
1397,2024-06-12,83,159
1397,2024-06-15,157,154
1397,2024-06-16,101,182
1397,2024-06-17,306,195
1397,2024-06-23,242,231
1397,2024-06-24,307,183
1397,2024-06-25,311,105
1397,2024-06-29,189,235
1397,2024-07-01,241,63
1397,2024-07-13,99,200
1397,2024-07-14,270,93
1397,2024-07-18,156,211
1397,2024-07-19,262,70
1397,2024-07-27,132,196
1397,2024-07-31,179,151
1397,2024-08-01,205,79
1397,2024-08-05,189,125
1397,2024-08-06,284,111
1397,2024-08-09,209,94
1398,2024-05-13,60,77
1398,2024-05-14,80,120
1398,2024-05-16,191,130
1398,2024-05-17,149,36
1398,2024-05-19,54,142
1398,2024-05-26,76,66
1398,2024-05-30,131,82
1398,2024-06-02,238,228
1398,2024-06-03,119,100
1398,2024-06-07,345,168
1398,2024-06-15,317,153
1398,2024-06-16,94,247
1398,2024-06-17,195,133
1398,2024-06-20,150,153
1398,2024-06-29,318,132
1398,2024-07-07,128,168
1398,2024-07-13,180,243
1398,2024-07-16,83,242
1398,2024-07-20,228,160
1398,2024-07-22,301,151
1398,2024-07-31,253,100
1398,2024-08-02,315,172
1398,2024-08-04,115,58
1398,2024-08-06,208,145
1398,2024-08-12,277,160
1398,2024-08-21,326,148
1398,2024-08-28,129,129
1398,2024-08-30,145,119
1398,2024-09-13,110,166
1398,2024-09-15,234,139
1398,2024-09-18,260,106
1398,2024-09-21,105,91
1398,2024-09-22,115,161
1398,2024-09-24,174,116
1398,2024-09-25,232,167
1400,2024-05-15,88,59
1400,2024-05-17,45,57
1400,2024-05-19,148,98
1400,2024-05-22,98,133
1400,2024-05-31,169,112
1400,2024-06-02,193,186
1400,2024-06-05,305,127
1400,2024-06-06,243,119
1400,2024-06-10,184,230
1400,2024-06-15,96,187
1400,2024-06-16,214,69
1400,2024-06-19,277,140
1400,2024-06-20,172,89
1400,2024-06-25,332,91
1400,2024-07-01,242,80
1400,2024-07-06,115,106
1400,2024-07-10,226,189
1400,2024-07-14,80,218
1400,2024-07-18,82,112
1400,2024-07-21,240,204
1400,2024-07-22,196,233
1400,2024-07-23,102,148
1400,2024-07-26,94,160
1400,2024-07-29,101,55
1400,2024-07-30,246,94
1400,2024-08-01,276,229
1400,2024-08-02,173,132
1400,2024-08-04,180,60
1400,2024-08-08,330,154
1400,2024-08-11,204,205
1400,2024-08-13,310,80
1400,2024-08-18,172,172
1400,2024-08-25,279,241
1400,2024-08-26,114,133
1400,2024-08-27,265,88
1400,2024-08-30,239,205
1400,2024-08-31,139,139
1401,2024-05-20,197,74
1401,2024-05-22,197,109
1401,2024-05-23,150,95
1401,2024-05-24,110,51
1401,2024-05-25,149,57
1401,2024-05-27,100,37
1401,2024-06-07,214,234
1401,2024-06-09,229,238
1401,2024-06-17,113,201
1401,2024-06-21,336,125
1401,2024-06-23,210,249
1401,2024-06-25,292,212
1401,2024-06-29,259,196
1402,2024-05-27,187,106
1402,2024-06-02,84,159
1402,2024-06-06,219,77
1402,2024-06-10,297,111
1402,2024-06-15,231,76
1402,2024-06-18,303,216
1402,2024-06-21,197,192
1402,2024-06-29,85,134
1402,2024-07-08,180,107
1402,2024-07-14,129,182
1402,2024-07-21,253,171
1402,2024-07-24,223,222
1402,2024-07-29,239,155
1402,2024-08-01,171,158
1402,2024-08-02,333,224
1403,2024-05-16,93,38
1403,2024-05-17,117,37
1403,2024-05-25,111,101
1403,2024-05-26,72,28
1403,2024-05-30,89,149
1403,2024-05-31,66,145
1403,2024-06-01,313,195
1403,2024-06-04,307,90
1403,2024-06-05,111,207
1403,2024-06-19,168,59
1403,2024-06-22,309,142
1403,2024-06-24,177,193
1403,2024-06-27,140,58
1403,2024-07-13,265,223
1403,2024-07-14,123,154
1403,2024-07-20,93,144
1403,2024-07-21,325,127
1403,2024-07-23,242,131
1403,2024-07-25,209,169
1403,2024-07-27,209,169
1403,2024-07-31,257,67
1403,2024-08-04,306,243
1403,2024-08-05,329,138
1403,2024-08-11,224,201
1405,2024-05-27,96,147
1405,2024-05-29,182,77
1405,2024-06-02,274,108
1405,2024-06-05,88,59
1405,2024-06-08,247,223
1405,2024-06-13,88,129
1405,2024-06-19,226,224
1405,2024-06-21,316,165
1405,2024-06-25,101,201
1405,2024-06-27,136,201
1405,2024-07-09,216,171
1405,2024-07-10,130,56
1405,2024-07-14,303,88
1405,2024-07-18,168,206
1405,2024-07-23,171,55
1409,2024-05-23,168,137
1409,2024-05-29,174,38
1409,2024-06-03,307,169
1409,2024-06-04,81,78
1409,2024-06-07,319,224
1409,2024-06-13,155,183
1409,2024-06-17,283,56
1409,2024-06-20,117,199
1409,2024-06-27,278,189
1409,2024-06-29,230,116
1409,2024-07-10,271,250
1409,2024-07-13,154,205
1409,2024-07-14,312,231
1409,2024-07-19,181,123
1409,2024-07-20,193,241
1409,2024-07-22,93,88
1409,2024-07-24,107,181
1409,2024-07-25,264,76
1409,2024-07-27,195,166
1409,2024-08-10,231,85
1411,2024-05-18,156,56
1411,2024-05-23,188,110
1411,2024-05-25,140,122
1411,2024-05-27,48,131
1411,2024-05-28,143,85
1411,2024-05-30,51,97
1411,2024-05-31,81,24
1411,2024-06-06,158,124
1411,2024-06-11,85,156
1411,2024-06-20,229,163
1411,2024-06-22,94,196
1411,2024-06-23,254,78
1411,2024-07-05,150,211
1411,2024-07-07,196,183
1411,2024-07-10,317,189
1411,2024-07-13,200,105
1411,2024-07-15,313,54
1412,2024-05-21,171,57
1412,2024-05-26,147,77
1412,2024-05-28,141,67
1412,2024-05-31,46,85
1412,2024-06-03,119,55
1412,2024-06-11,281,181
1412,2024-06-18,81,70
1412,2024-06-27,248,69
1412,2024-07-05,152,217
1412,2024-07-09,279,138
1412,2024-07-10,334,103
1414,2024-05-22,170,101
1414,2024-05-26,138,24
1414,2024-05-27,55,32
1414,2024-05-28,124,77
1414,2024-05-30,55,121
1414,2024-06-01,296,78
1414,2024-06-02,122,119
1414,2024-06-03,252,218
1414,2024-06-08,311,135
1414,2024-06-15,130,150
1414,2024-06-17,126,236
1414,2024-06-21,115,185
1414,2024-06-23,176,113
1414,2024-06-25,108,174
1414,2024-06-27,311,127
1414,2024-07-05,311,147
1414,2024-07-06,244,216
1414,2024-07-08,265,218
1414,2024-07-10,291,62
1414,2024-07-12,165,171
1414,2024-07-18,263,173
1414,2024-07-20,121,76
1414,2024-07-24,112,85
1414,2024-07-25,161,109
1414,2024-07-28,150,52
1414,2024-08-10,134,197
1414,2024-08-11,138,216
1414,2024-08-16,129,180
1414,2024-08-17,139,56
1414,2024-08-21,284,67
1414,2024-08-23,308,69
1414,2024-08-24,333,70
1414,2024-08-31,230,123
1414,2024-09-07,159,173
1414,2024-09-12,139,63
1414,2024-09-14,105,138
1414,2024-09-19,183,130
1414,2024-09-20,166,73
1414,2024-09-22,164,151
1414,2024-09-27,200,99
1415,2024-05-16,159,73
1415,2024-05-22,109,48
1415,2024-05-23,126,41
1415,2024-05-29,96,57
1415,2024-05-30,194,65
1415,2024-06-02,84,208
1415,2024-06-24,290,175
1415,2024-06-26,163,127
1415,2024-06-29,289,186
1415,2024-07-02,214,112
1415,2024-07-13,98,133
1415,2024-07-17,97,210
1415,2024-07-25,253,168
1415,2024-07-27,203,133
1415,2024-07-30,251,142
1415,2024-08-03,132,212
1415,2024-08-10,304,202
1415,2024-08-12,334,118
1415,2024-08-15,324,63
1415,2024-08-20,298,247
1415,2024-08-21,111,89
1415,2024-08-23,280,183
1415,2024-08-27,314,138
1415,2024-08-31,143,182
1415,2024-09-02,155,143
1415,2024-09-03,299,124
1415,2024-09-06,224,177
1415,2024-09-16,287,61
1416,2024-05-28,152,140
1416,2024-05-29,134,34
1416,2024-06-01,205,71
1416,2024-06-03,318,115
1416,2024-06-09,234,125
1416,2024-06-15,109,230
1416,2024-06-26,183,192
1416,2024-06-28,345,220
1416,2024-07-01,103,183
1416,2024-07-09,144,210
1416,2024-07-11,232,148
1416,2024-07-13,320,159
1416,2024-07-18,211,191
1416,2024-07-19,340,71
1416,2024-07-21,264,229
1416,2024-07-22,198,163
1416,2024-07-24,220,232
1416,2024-07-25,246,77
1416,2024-07-29,217,238
1416,2024-07-30,320,135
1417,2024-05-26,182,96
1417,2024-05-31,79,89
1417,2024-06-03,231,215
1417,2024-06-10,350,242
1417,2024-06-11,349,203
1417,2024-06-13,208,234
1417,2024-06-14,157,103
1417,2024-07-08,339,175
1417,2024-07-13,337,208
1417,2024-07-17,139,150
1417,2024-07-18,251,127
1417,2024-07-21,127,89
1417,2024-07-25,214,160
1417,2024-08-01,286,218
1417,2024-08-08,279,152
1418,2024-05-20,194,76
1418,2024-05-21,149,28
1418,2024-05-22,186,26
1418,2024-05-26,145,42
1418,2024-05-27,111,33
1418,2024-05-30,182,121
1418,2024-06-02,153,163
1418,2024-06-11,222,238
1418,2024-06-12,139,127
1418,2024-06-21,155,182
1418,2024-07-01,243,149
1418,2024-07-07,306,146
1418,2024-07-21,232,245
1418,2024-07-24,183,211
1418,2024-07-25,224,155
1418,2024-07-29,221,70
1418,2024-08-01,126,169
1418,2024-08-02,163,231
1418,2024-08-14,301,68
1418,2024-08-21,187,177
1418,2024-08-23,185,206
1418,2024-08-24,321,167
1418,2024-08-30,240,109
1418,2024-08-31,330,218
1418,2024-09-01,216,197
1418,2024-09-08,142,106
1420,2024-05-21,115,90
1420,2024-05-22,118,44
1420,2024-05-25,135,28
1420,2024-05-26,151,73
1420,2024-05-28,135,145
1420,2024-05-31,49,148
1420,2024-06-01,218,193
1420,2024-06-05,224,151
1420,2024-06-13,318,120
1420,2024-06-15,201,236
1420,2024-06-21,221,51
1420,2024-06-22,215,157
1420,2024-06-25,340,234
1420,2024-07-08,333,133
1420,2024-07-09,265,162
1420,2024-07-10,248,139
1420,2024-07-15,252,213
1420,2024-07-21,156,188
1420,2024-07-23,305,146
1420,2024-08-04,322,166
1420,2024-08-05,332,136
1420,2024-08-14,278,89
1420,2024-08-15,159,172
1420,2024-08-17,230,245
1420,2024-08-22,115,118
1420,2024-08-24,275,136
1420,2024-08-26,147,227
1420,2024-09-03,201,104
1420,2024-09-13,181,169
1420,2024-09-21,269,94
1420,2024-09-26,283,123
1420,2024-09-27,159,101
1420,2024-09-29,283,115
1420,2024-09-30,212,86
1421,2024-05-20,181,53
1421,2024-05-21,171,97
1421,2024-05-22,50,91
1421,2024-05-28,120,107
1421,2024-05-29,99,38
1421,2024-06-03,280,107
1421,2024-06-05,151,126
1421,2024-06-08,327,174
1421,2024-06-11,287,211
1421,2024-06-12,126,207
1421,2024-06-16,293,118
1421,2024-06-20,294,170
1421,2024-06-22,130,151
1421,2024-06-25,128,141
1421,2024-07-04,136,219
1421,2024-07-09,191,124
1421,2024-07-11,165,155
1421,2024-07-22,303,136
1421,2024-08-01,171,141
1421,2024-08-03,279,186
1421,2024-08-04,197,84
1421,2024-08-08,150,217
1421,2024-08-11,284,203
1421,2024-08-24,264,183
1422,2024-05-18,147,55
1422,2024-05-24,54,88
1422,2024-05-27,135,20
1422,2024-06-03,243,139
1422,2024-06-04,277,111
1422,2024-06-06,183,169
1422,2024-06-10,298,192
1422,2024-06-23,137,239
1422,2024-06-28,159,108
1422,2024-06-29,135,212
1422,2024-07-03,158,134
1422,2024-07-06,165,250
1422,2024-07-11,208,229
1422,2024-07-15,126,172
1422,2024-07-18,255,54
1422,2024-07-19,194,188
1422,2024-07-21,202,182
1422,2024-07-26,93,113
1422,2024-07-30,302,117
1422,2024-08-08,111,212
1422,2024-08-09,150,240
1422,2024-08-12,259,50
1422,2024-08-17,155,219
1423,2024-05-22,78,115
1423,2024-05-23,128,69
1423,2024-05-24,171,137
1423,2024-05-28,151,45
1423,2024-05-30,171,36
1423,2024-06-02,120,53
1423,2024-06-09,84,186
1423,2024-06-13,305,101
1423,2024-06-19,92,50
1423,2024-07-01,172,81
1423,2024-07-02,349,110
1423,2024-07-04,88,103
1423,2024-07-07,82,218
1423,2024-07-25,347,108
1423,2024-07-31,141,72
1423,2024-08-01,168,170
1423,2024-08-02,147,205
1423,2024-08-03,241,172
1423,2024-08-06,307,216
1423,2024-08-09,271,228
1423,2024-08-12,312,65
1423,2024-08-18,166,148
1423,2024-08-24,258,63
1423,2024-08-25,115,82
1423,2024-08-26,98,228
1423,2024-08-27,161,87
1423,2024-08-28,240,96
1423,2024-08-31,223,237
1423,2024-09-06,244,161
1423,2024-09-09,117,92
1423,2024-09-13,199,193
1423,2024-09-22,237,103
1423,2024-09-23,118,85
1423,2024-09-26,164,149
1425,2024-05-21,146,129
1425,2024-05-31,149,110
1425,2024-06-05,315,57
1425,2024-06-07,303,191
1425,2024-06-08,237,61
1425,2024-06-12,86,200
1425,2024-06-14,205,227
1425,2024-06-16,105,216
1425,2024-06-18,81,197
1425,2024-06-19,336,80
1425,2024-06-25,104,113
1425,2024-06-28,154,163
1425,2024-06-30,342,210
1425,2024-07-02,256,57
1425,2024-07-10,275,180
1425,2024-07-11,203,82
1425,2024-07-13,281,117
1425,2024-07-19,145,189
1425,2024-07-22,171,154
1425,2024-07-24,301,168
1425,2024-07-26,308,106
1425,2024-08-15,127,72
1425,2024-08-20,139,143
1425,2024-08-25,325,205
1425,2024-08-26,151,232
1425,2024-08-31,200,241
1425,2024-09-01,174,66
1425,2024-09-06,172,125
1425,2024-09-15,189,142
1426,2024-05-18,58,114
1426,2024-05-23,183,115
1426,2024-05-26,72,115
1426,2024-05-29,56,34
1426,2024-06-02,130,144
1426,2024-06-06,120,196
1426,2024-06-08,116,161
1426,2024-06-09,190,127
1426,2024-06-11,301,122
1426,2024-06-15,193,220
1426,2024-06-16,100,150
1426,2024-06-18,212,59
1426,2024-06-19,308,160
1426,2024-06-22,234,127
1426,2024-06-27,111,103
1426,2024-06-30,326,57
1426,2024-07-09,288,235
1426,2024-07-10,127,87
1426,2024-07-11,276,168
1426,2024-07-12,350,53
1426,2024-07-14,298,168
1426,2024-07-15,100,170
1426,2024-07-16,132,180
1426,2024-07-24,283,83
1426,2024-07-29,344,181
1426,2024-07-31,261,53
1426,2024-08-02,330,238
1426,2024-08-07,107,230
1426,2024-08-09,187,156
1426,2024-08-11,83,203
1426,2024-08-12,187,118
1426,2024-08-16,135,105
1426,2024-08-17,125,154
1426,2024-08-23,189,204
1426,2024-08-24,313,52
1426,2024-08-26,282,199
1426,2024-09-04,269,137
1426,2024-09-06,179,122
1426,2024-09-13,193,98
1426,2024-09-16,229,72
1426,2024-09-17,279,81
1426,2024-09-18,261,135
1426,2024-09-21,258,160
1426,2024-09-23,113,178
1428,2024-05-21,53,108
1428,2024-05-22,161,44
1428,2024-05-23,181,130
1428,2024-05-26,64,33
1428,2024-05-29,153,94
1428,2024-06-02,90,170
1428,2024-06-07,257,179
1428,2024-06-16,238,164
1428,2024-06-17,260,181
1428,2024-06-20,271,194
1428,2024-06-23,83,212
1428,2024-06-29,172,85
1428,2024-07-13,303,152
1428,2024-07-15,103,60
1428,2024-07-16,161,243
1428,2024-07-17,256,50
1428,2024-07-30,163,167
1428,2024-08-06,232,76
1428,2024-08-09,176,164
1429,2024-05-19,69,128
1429,2024-05-20,121,70
1429,2024-05-23,146,138
1429,2024-05-26,66,118
1429,2024-05-27,96,75
1429,2024-05-28,107,77
1429,2024-05-29,124,127
1429,2024-06-02,257,201
1429,2024-06-04,83,165
1429,2024-06-07,141,227
1429,2024-06-14,101,58
1429,2024-07-08,320,104
1429,2024-07-11,208,166
1429,2024-07-12,350,236
1429,2024-07-13,335,133
1429,2024-07-18,211,156
1429,2024-07-21,129,78
1429,2024-07-24,182,184
1429,2024-07-30,114,145
1429,2024-07-31,156,133
1429,2024-08-02,126,161
1429,2024-08-05,324,141
1430,2024-05-23,84,67
1430,2024-05-24,160,140
1430,2024-05-25,44,93
1430,2024-05-26,67,38
1430,2024-05-27,48,99
1430,2024-05-29,125,118
1430,2024-05-31,122,46
1430,2024-06-02,242,198
1430,2024-06-03,313,99
1430,2024-06-04,164,187
1430,2024-06-07,325,159
1430,2024-06-12,323,240
1430,2024-06-16,99,187
1430,2024-06-17,122,239
1430,2024-06-20,229,115
1430,2024-06-21,322,58
1430,2024-06-23,130,178
1430,2024-06-27,235,244
1430,2024-06-29,343,87
1430,2024-07-01,148,228
1430,2024-07-02,87,147
1430,2024-07-07,249,235
1430,2024-07-11,301,234
1430,2024-07-13,137,87
1430,2024-07-27,288,182
1430,2024-07-28,258,113
1430,2024-07-30,135,176
1430,2024-08-01,121,181
1430,2024-08-09,345,175
1430,2024-08-17,81,60
1430,2024-08-21,136,162
1430,2024-08-22,113,101
1430,2024-08-26,82,95
1430,2024-08-28,201,137
1430,2024-09-02,129,127
1430,2024-09-03,220,198
1430,2024-09-08,135,181
1430,2024-09-10,212,169
1430,2024-09-18,246,151
1430,2024-09-19,175,164
1430,2024-09-22,117,197
1430,2024-09-24,160,60
1430,2024-09-27,137,145
1433,2024-05-19,152,124
1433,2024-05-20,71,114
1433,2024-05-26,151,55
1433,2024-05-28,63,27
1433,2024-06-04,212,80
1433,2024-06-05,175,173
1433,2024-06-11,243,118
1433,2024-06-20,208,183
1433,2024-06-27,242,91
1433,2024-07-06,111,85
1433,2024-07-07,281,155
1433,2024-07-09,229,145
1433,2024-07-11,207,139
1433,2024-07-14,187,78
1433,2024-07-20,198,53
1433,2024-07-28,103,71
1433,2024-07-29,136,162
1433,2024-08-01,314,74
1433,2024-08-02,348,243
1433,2024-08-05,242,237
1433,2024-08-11,325,248
1433,2024-08-13,88,71
1433,2024-08-14,87,94
1434,2024-05-27,105,74
1434,2024-05-30,76,23
1434,2024-06-06,205,131
1434,2024-06-07,89,159
1434,2024-06-19,228,221
1434,2024-06-23,161,76
1434,2024-06-24,151,107
1434,2024-06-26,147,194
1434,2024-07-09,309,181
1434,2024-07-11,257,199
1434,2024-07-13,334,87
1434,2024-07-17,265,68
1434,2024-07-23,267,224
1434,2024-07-24,320,149
1434,2024-07-27,253,245
1434,2024-08-06,133,106
1434,2024-08-08,222,63
1434,2024-08-10,326,211
1434,2024-08-16,308,72
1434,2024-08-17,205,148
1434,2024-08-20,191,199
1434,2024-09-01,227,148
1434,2024-09-05,262,112
1434,2024-09-08,112,108
1434,2024-09-09,157,142
1434,2024-09-10,255,187
1435,2024-05-25,51,71
1435,2024-05-26,135,77
1435,2024-05-30,184,128
1435,2024-06-01,172,183
1435,2024-06-06,332,138
1435,2024-06-08,170,107
1435,2024-06-11,214,85
1435,2024-06-19,199,210
1435,2024-06-20,205,143
1435,2024-06-21,299,150
1435,2024-06-24,234,114
1435,2024-06-25,320,153
1435,2024-06-30,263,83
1435,2024-07-04,127,135
1435,2024-07-05,213,89
1435,2024-07-07,169,188
1435,2024-07-12,335,201
1435,2024-07-20,227,174
1435,2024-07-27,293,190
1435,2024-07-30,144,50
1436,2024-05-19,82,133
1436,2024-05-22,56,74
1436,2024-05-26,79,20
1436,2024-05-27,55,31
1436,2024-05-31,111,58
1436,2024-06-03,85,217
1436,2024-06-07,128,108
1436,2024-06-10,92,145
1436,2024-06-19,159,83
1436,2024-06-22,257,226
1436,2024-06-23,328,141
1436,2024-06-26,300,177
1436,2024-06-30,141,140
1438,2024-05-20,51,46
1438,2024-05-22,45,113
1438,2024-05-23,96,145
1438,2024-05-25,76,111
1438,2024-05-29,160,40
1438,2024-05-30,197,36
1438,2024-06-08,135,57
1438,2024-06-19,261,71
1439,2024-05-30,131,48
1439,2024-06-01,212,91
1439,2024-06-05,102,201
1439,2024-06-14,134,95
1439,2024-06-17,196,241
1439,2024-06-20,122,156
1439,2024-06-21,204,91
1439,2024-06-23,126,202
1439,2024-06-24,326,244
1439,2024-06-27,160,77
1439,2024-06-30,139,172
1439,2024-07-02,226,112
1440,2024-05-19,96,133
1440,2024-05-24,175,84
1440,2024-05-27,74,98
1440,2024-05-28,123,74
1440,2024-05-30,119,90
1440,2024-06-04,284,249
1440,2024-06-06,203,190
1440,2024-06-20,233,239
1440,2024-06-22,263,199
1440,2024-06-24,343,124
1440,2024-06-25,224,211
1440,2024-06-27,130,179
1440,2024-06-30,324,77
1440,2024-07-02,297,142
1440,2024-07-03,231,181
1440,2024-07-05,224,125
1440,2024-07-21,85,96
1440,2024-07-22,304,75
1440,2024-07-30,251,220
1440,2024-07-31,250,224
1440,2024-08-04,113,98
1440,2024-08-05,234,124
1440,2024-08-11,328,149
1440,2024-08-16,344,133
1440,2024-08-18,348,238
1440,2024-08-22,87,64
1440,2024-08-23,151,73
1440,2024-08-27,287,141
1440,2024-08-29,132,216
1440,2024-09-01,142,120
1440,2024-09-03,158,158
1440,2024-09-05,153,145
1440,2024-09-09,248,66
1440,2024-09-11,118,83
1440,2024-09-13,209,101
1440,2024-09-19,267,80
1440,2024-09-23,274,141
1440,2024-09-27,265,134
1441,2024-05-16,156,47
1441,2024-05-17,52,21
1441,2024-05-19,178,34
1441,2024-05-21,47,145
1441,2024-05-22,196,122
1441,2024-05-24,78,123
1441,2024-05-25,97,103
1441,2024-05-29,151,93
1441,2024-06-03,342,184
1441,2024-06-06,310,78
1441,2024-06-09,170,116
1441,2024-06-10,284,239
1441,2024-06-13,114,227
1441,2024-06-23,169,91
1441,2024-06-25,321,204
1441,2024-06-26,254,111
1441,2024-07-03,125,69
1441,2024-07-05,346,99
1441,2024-07-06,94,88
1441,2024-07-08,155,101
1441,2024-07-18,145,213
1441,2024-07-23,134,217
1441,2024-07-24,112,100
1441,2024-07-29,253,158
1442,2024-05-23,74,79
1442,2024-06-01,158,230
1442,2024-06-03,221,181
1442,2024-06-07,243,200
1442,2024-06-08,84,142
1442,2024-06-09,336,121
1442,2024-06-16,274,231
1442,2024-06-21,158,89
1442,2024-07-03,213,142
1442,2024-07-12,245,139
1442,2024-07-21,96,86
1442,2024-07-22,138,64
1442,2024-08-02,301,97
1442,2024-08-05,114,176
1442,2024-08-09,275,232
1442,2024-08-13,290,179
1442,2024-08-15,134,132
1443,2024-05-19,194,110
1443,2024-05-21,84,48
1443,2024-05-23,142,142
1443,2024-05-24,69,76
1443,2024-05-29,173,76
1443,2024-06-16,169,50
1443,2024-06-17,256,113
1443,2024-06-19,328,173
1444,2024-05-20,146,149
1444,2024-05-25,82,115
1444,2024-05-26,184,91
1444,2024-05-28,196,147
1444,2024-05-30,45,45
1444,2024-05-31,101,99
1444,2024-06-06,119,173
1444,2024-06-07,109,139
1444,2024-06-08,172,59
1444,2024-06-10,129,208
1444,2024-06-18,99,198
1444,2024-06-21,270,183
1444,2024-06-22,253,82
1444,2024-06-25,254,60
1444,2024-06-30,204,132
1444,2024-07-02,213,89
1444,2024-07-10,333,238
1444,2024-07-14,176,179
1444,2024-07-20,253,86
1444,2024-07-30,260,228
1444,2024-08-07,219,114
1444,2024-08-12,91,95
1444,2024-08-14,247,185
1444,2024-08-18,118,183
1444,2024-08-20,217,84
1444,2024-08-30,218,250
1444,2024-08-31,323,118
1444,2024-09-04,231,160
1444,2024-09-05,145,66
1444,2024-09-06,207,163
1444,2024-09-07,148,166
1444,2024-09-09,115,78
1444,2024-09-10,169,93
1444,2024-09-11,182,183
1445,2024-05-26,95,115
1445,2024-06-02,248,107
1445,2024-06-05,326,162
1445,2024-06-10,272,233
1445,2024-06-18,210,88
1445,2024-06-20,82,240
1445,2024-06-24,308,87
1445,2024-06-30,152,196
1445,2024-07-14,277,232
1445,2024-07-15,312,74
1445,2024-07-18,136,88
1445,2024-07-19,98,173
1445,2024-07-24,207,63
1445,2024-07-26,90,229
1445,2024-07-27,283,149
1445,2024-07-29,318,148
1445,2024-08-01,110,237
1446,2024-05-25,75,41
1446,2024-05-26,103,93
1446,2024-05-29,115,107
1446,2024-06-02,332,77
1446,2024-06-05,327,182
1446,2024-06-10,84,152
1446,2024-06-14,327,182
1446,2024-06-15,141,78
1446,2024-06-18,233,105
1446,2024-06-27,191,171
1446,2024-07-06,303,201
1446,2024-07-09,275,98
1446,2024-07-17,96,150
1446,2024-07-18,303,174
1446,2024-07-22,288,93
1448,2024-05-17,139,116
1448,2024-05-22,44,70
1448,2024-05-23,185,148
1448,2024-05-25,114,53
1448,2024-05-28,114,137
1448,2024-06-08,264,243
1448,2024-06-09,247,190
1448,2024-06-12,227,155
1448,2024-06-13,329,187
1448,2024-06-16,267,143
1448,2024-06-23,98,183
1448,2024-06-24,329,221
1450,2024-05-18,106,62
1450,2024-05-19,135,111
1450,2024-05-20,42,138
1450,2024-05-22,181,145
1450,2024-05-24,58,68
1450,2024-05-28,128,22
1450,2024-05-29,86,91
1450,2024-06-09,315,154
1450,2024-06-27,328,109
1450,2024-07-01,331,71
1450,2024-07-02,290,214
1450,2024-07-03,183,52
1450,2024-07-09,303,100
1450,2024-07-12,169,212
1450,2024-07-14,329,206
1451,2024-05-17,60,74
1451,2024-05-29,181,139
1451,2024-05-31,171,25
1451,2024-06-08,235,245
1451,2024-06-12,308,146
1451,2024-06-13,349,84
1451,2024-06-14,300,143
1451,2024-06-29,348,98
1451,2024-07-01,176,221
1451,2024-07-07,302,201
1451,2024-07-08,105,132
1451,2024-07-13,290,142
1451,2024-07-15,340,153
1451,2024-07-17,165,67
1451,2024-07-20,231,134
1451,2024-07-28,211,56
1451,2024-08-04,163,85
1451,2024-08-05,256,164
1451,2024-08-08,187,187
1451,2024-08-09,178,115
1451,2024-08-22,84,122
1451,2024-08-25,271,105
1452,2024-05-19,81,89
1452,2024-05-24,172,122
1452,2024-05-25,56,68
1452,2024-05-29,149,114
1452,2024-05-31,62,69
1452,2024-06-02,343,144
1452,2024-06-04,197,246
1452,2024-06-10,323,204
1452,2024-06-12,161,168
1452,2024-06-15,238,168
1452,2024-06-16,110,176
1452,2024-06-18,329,200
1452,2024-06-22,184,176
1452,2024-06-29,114,218
1452,2024-07-01,343,107
1453,2024-05-25,177,123
1453,2024-05-26,54,142
1453,2024-05-27,85,79
1453,2024-05-28,136,80
1453,2024-06-01,332,225
1453,2024-06-02,229,105
1453,2024-06-04,233,122
1453,2024-06-05,158,174
1453,2024-06-08,117,154
1453,2024-06-12,207,75
1453,2024-06-19,141,161
1453,2024-06-22,253,163
1453,2024-07-01,104,183
1453,2024-07-03,185,207
1453,2024-07-08,336,101
1453,2024-07-14,319,172
1453,2024-07-20,109,139
1453,2024-07-21,246,70
1453,2024-07-27,316,191
1453,2024-07-28,196,122
