id,id_plant,date_eco,note
1152,MCC9390,2025-06-19,Croissance rapide
1153,MCC7221,2025-11-06,Signes de stress hydrique
1154,MCC7221,2025-09-28,Feuilles abîmées
1155,MCC7221,2025-11-20,Insectes observés
1156,MCC7221,2025-06-28,Insectes observés
1157,MCA7818,2025-09-03,Insectes observés
1158,MCA7818,2025-06-04,Plante en bonne santé
1159,MCA7818,2025-07-14,Signes de stress hydrique
1160,MCA7818,2025-10-12,Feuilles abîmées
1161,MCA7818,2025-12-05,Signes de stress hydrique
1162,MCB1814,2025-06-22,Signes de stress hydrique
1163,MCB1814,2025-09-12,Insectes observés
1164,MCB1814,2025-08-09,Feuilles abîmées
1165,MCB1814,2025-06-07,Insectes observés
1166,MCB1814,2025-07-08,Insectes observés
1167,MCB6884,2025-12-02,Insectes observés
1168,MCB6884,2025-09-20,Insectes observés
1169,MCB6884,2025-10-16,Croissance rapide
1170,MCB6884,2025-10-13,Signes de stress hydrique
1171,MCB2487,2025-06-15,Feuilles abîmées
1172,MCB2487,2025-06-27,Insectes observés
1173,MCB2487,2025-08-03,Croissance rapide
1174,MCB8783,2025-06-26,Croissance rapide
1175,MCB8783,2025-08-13,Signes de stress hydrique
1176,MCB8783,2025-07-26,Croissance rapide
1177,MCA8744,2025-12-09,Plante en bonne santé
1178,MCA8744,2025-10-06,Plante en bonne santé
1179,MCC2653,2025-07-24,Signes de stress hydrique
1180,MCB3632,2025-09-12,Croissance rapide
1181,MCB1519,2025-07-16,Insectes observés
1182,MCB1519,2025-07-01,Feuilles abîmées
1183,MCB1519,2025-10-29,Croissance rapide
1184,MCB1519,2025-11-27,Signes de stress hydrique
1185,MCB1519,2025-09-24,Croissance rapide
1186,MCC7699,2025-08-28,Plante en bonne santé
1187,MCC7513,2025-09-22,Plante en bonne santé
1188,MCC7513,2025-08-08,Insectes observés
1189,MCC7513,2025-10-07,Croissance rapide
1190,MCC7513,2025-10-24,Feuilles abîmées
1191,MCC7513,2025-06-18,Plante en bonne santé
1192,MCC1310,2025-07-09,Croissance rapide
1193,MCC1310,2025-06-15,Feuilles abîmées
1194,MCC1310,2025-08-29,Signes de stress hydrique
1195,MCC1310,2025-09-28,Croissance rapide
1196,MCC1310,2025-08-20,Signes de stress hydrique
1197,MCB7913,2025-12-07,Insectes observés
1198,MCB7913,2025-08-11,Signes de stress hydrique
1199,MCB7913,2025-12-20,Insectes observés
1200,MCB7065,2025-08-22,Plante en bonne santé
1201,MCC0389,2025-07-10,Feuilles abîmées
1202,MCC0389,2025-07-20,Croissance rapide
1203,MCC9522,2025-12-22,Croissance rapide
1204,MCC9522,2025-09-26,Insectes observés
1205,MCC8662,2025-09-15,Insectes observés
1206,MCC8662,2025-06-22,Plante en bonne santé
1207,MCC8662,2025-12-02,Plante en bonne santé
1208,MCC8662,2025-07-17,Insectes observés
1209,MCC1294,2025-06-08,Croissance rapide
1210,MCC1294,2025-06-20,Insectes observés
1211,MCC1294,2025-08-29,Signes de stress hydrique
1212,MCA1458,2025-10-11,Croissance rapide
1213,MCA1458,2025-11-05,Insectes observés
1214,MCA1458,2025-11-15,Feuilles abîmées
1215,MCA1458,2025-09-08,Croissance rapide
1216,MCB0077,2025-12-10,Feuilles abîmées
1217,MCB0077,2025-12-08,Plante en bonne santé
1218,MCB0077,2025-07-05,Plante en bonne santé
1219,MCB8451,2025-07-17,Signes de stress hydrique
1220,MCB8451,2025-08-31,Plante en bonne santé
1221,MCB8451,2025-08-28,Signes de stress hydrique
1222,MCB1979,2025-09-22,Insectes observés
1223,MCB1979,2025-07-08,Signes de stress hydrique
1224,MCB1979,2025-11-13,Plante en bonne santé
1225,MCB1979,2025-11-06,Feuilles abîmées
1226,MCB1979,2025-12-25,Feuilles abîmées
1227,MCB2326,2025-06-27,Croissance rapide
1228,MCB2326,2025-08-18,Plante en bonne santé
1229,MCB2326,2025-12-18,Plante en bonne santé
1230,MCB2326,2025-06-25,Signes de stress hydrique
1231,MCB2326,2025-08-05,Signes de stress hydrique
1232,MCA8037,2025-11-01,Feuilles abîmées
1233,MCA8037,2025-06-25,Feuilles abîmées
1234,MCA8037,2025-12-14,Plante en bonne santé
1235,MCA8037,2025-12-24,Signes de stress hydrique
1236,MCB2572,2025-08-24,Croissance rapide
1237,MCB2572,2025-08-28,Croissance rapide
1238,MCB2572,2025-08-18,Croissance rapide
1239,MCB7998,2025-06-26,Croissance rapide
1240,MCC0152,2025-12-30,Signes de stress hydrique
1241,MCC0152,2025-11-01,Plante en bonne santé
1242,MCA5946,2025-09-30,Croissance rapide
1243,MCB0676,2025-08-09,Plante en bonne santé
1244,MCB0676,2025-10-31,Croissance rapide
1245,MCB4847,2025-07-22,Signes de stress hydrique
1246,MCB4847,2025-06-29,Croissance rapide
1247,MCA2291,2025-07-11,Croissance rapide
1248,MCA2291,2025-09-11,Feuilles abîmées
1249,MCA2291,2025-12-26,Plante en bonne santé
1250,MCA2373,2025-11-13,Insectes observés
1251,MCA2373,2025-11-11,Feuilles abîmées
1252,MCA2373,2025-09-26,Plante en bonne santé
1253,MCB5525,2025-08-13,Croissance rapide
1254,MCC9057,2025-08-19,Feuilles abîmées
1255,MCC9057,2025-06-02,Plante en bonne santé
1256,MCC9057,2025-10-04,Signes de stress hydrique
1257,MCC9057,2025-06-08,Croissance rapide
1258,MCC9057,2025-11-02,Plante en bonne santé
1259,MCB2974,2025-08-31,Signes de stress hydrique
1260,MCB2974,2025-08-06,Plante en bonne santé
1261,MCB4328,2025-10-23,Insectes observés
1262,MCB4328,2025-12-14,Feuilles abîmées
1263,MCC1704,2025-06-01,Croissance rapide
1264,MCC1704,2025-09-16,Plante en bonne santé
1265,MCA6740,2025-07-14,Croissance rapide
1266,MCA6740,2025-07-30,Signes de stress hydrique
1267,MCA6740,2025-10-18,Croissance rapide
1268,MCA5362,2025-10-01,Feuilles abîmées
1269,MCA5362,2025-10-28,Insectes observés
1270,MCA5362,2025-11-23,Feuilles abîmées
1271,MCA5362,2025-12-29,Croissance rapide
1272,MCB5832,2025-06-30,Croissance rapide
1273,MCB5832,2025-11-21,Croissance rapide
1274,MCB5832,2025-06-25,Insectes observés
1275,MCB5832,2025-07-28,Croissance rapide
1276,MCB5611,2025-12-24,Plante en bonne santé
1277,MCA6300,2025-07-17,Insectes observés
1278,MCC7696,2025-11-30,Signes de stress hydrique
1279,MCC7696,2025-10-06,Feuilles abîmées
1280,MCC7696,2025-09-21,Plante en bonne santé
1281,MCC7696,2025-09-14,Signes de stress hydrique
1282,MCC7696,2025-09-07,Feuilles abîmées
1283,MCC3698,2025-11-11,Signes de stress hydrique
1284,MCC3698,2025-12-18,Signes de stress hydrique
1285,MCC3698,2025-06-04,Plante en bonne santé
1286,MCC3698,2025-11-24,Insectes observés
1287,MCA9266,2025-06-30,Signes de stress hydrique
1288,MCA9266,2025-07-08,Plante en bonne santé
1289,MCC2831,2025-08-28,Croissance rapide
1290,MCC2831,2025-07-13,Insectes observés
1291,MCC2831,2025-11-12,Signes de stress hydrique
1292,MCC2831,2025-07-11,Insectes observés
1293,MCC3337,2025-12-24,Plante en bonne santé
1294,MCC3337,2025-11-07,Insectes observés
1295,MCC3337,2025-09-25,Signes de stress hydrique
1296,MCC3337,2025-10-12,Croissance rapide
1297,MCC3337,2025-06-07,Plante en bonne santé
1298,MCC9549,2025-10-06,Insectes observés
1299,MCC9549,2025-09-05,Plante en bonne santé
1300,MCC9549,2025-09-25,Croissance rapide
1301,MCC9549,2025-12-12,Croissance rapide
1302,MCC3406,2025-07-11,Insectes observés
1303,MCC3406,2025-09-12,Croissance rapide
1304,MCC3406,2025-11-20,Feuilles abîmées
1305,MCC3406,2025-08-07,Croissance rapide
1306,MCA5227,2025-09-19,Signes de stress hydrique
1307,MCA5227,2025-11-04,Feuilles abîmées
1308,MCA5227,2025-08-03,Plante en bonne santé
1309,MCA5227,2025-08-29,Feuilles abîmées
1310,MCA5227,2025-09-06,Plante en bonne santé
1311,MCA2402,2025-12-13,Insectes observés
1312,MCA2402,2025-06-24,Feuilles abîmées
1313,MCC5070,2025-12-21,Feuilles abîmées
1314,MCC5070,2025-08-08,Feuilles abîmées
1315,MCC5070,2025-09-01,Plante en bonne santé
1316,MCC5070,2025-10-30,Plante en bonne santé
1317,MCB8530,2025-07-07,Croissance rapide
1318,MCB8530,2025-09-25,Insectes observés
1319,MCB8530,2025-11-14,Feuilles abîmées
1320,MCB8530,2025-06-22,Signes de stress hydrique
1321,MCC6279,2025-07-04,Croissance rapide
1322,MCC6279,2025-07-24,Insectes observés
1323,MCB8758,2025-08-20,Feuilles abîmées
1324,MCB8758,2025-10-19,Signes de stress hydrique
1325,MCB8758,2025-07-10,Croissance rapide
1326,MCB8758,2025-10-13,Signes de stress hydrique
1327,MCC6479,2025-11-04,Insectes observés
1328,MCC6479,2025-11-02,Insectes observés
1329,MCC6479,2025-09-23,Croissance rapide
1330,MCC4787,2025-08-25,Feuilles abîmées
1331,MCB9947,2025-06-21,Insectes observés
1332,MCC2786,2025-12-17,Croissance rapide
1333,MCC2786,2025-11-16,Feuilles abîmées
1334,MCC2786,2025-10-21,Insectes observés
1335,MCC2786,2025-10-03,Insectes observés
1336,MCA8708,2025-06-19,Croissance rapide
1337,MCC2554,2025-12-02,Feuilles abîmées
1338,MCC2554,2025-10-10,Signes de stress hydrique
1339,MCC2554,2025-12-15,Feuilles abîmées
1340,MCC2554,2025-11-10,Feuilles abîmées
1341,MCA7422,2025-10-15,Croissance rapide
1342,MCC5833,2025-12-10,Croissance rapide
1343,MCC5833,2025-10-13,Insectes observés
1344,MCC5833,2025-07-19,Insectes observés
1345,MCC5833,2025-07-30,Insectes observés
1346,MCA4046,2025-08-06,Plante en bonne santé
1347,MCA4046,2025-10-02,Signes de stress hydrique
1348,MCA4046,2025-06-06,Croissance rapide
1349,MCA4046,2025-11-27,Signes de stress hydrique
1350,MCA4046,2025-08-05,Plante en bonne santé
1351,MCB7047,2025-11-21,Signes de stress hydrique
1352,MCB7047,2025-07-03,Insectes observés
1353,MCB7047,2025-09-16,Feuilles abîmées
1354,MCB7047,2025-07-30,Signes de stress hydrique
1355,MCB9842,2025-12-03,Insectes observés
1356,MCB9842,2025-07-20,Insectes observés
1357,MCB9842,2025-10-13,Feuilles abîmées
1358,MCB9842,2025-11-17,Croissance rapide
1359,MCB9842,2025-06-01,Plante en bonne santé
1360,MCC4088,2025-10-10,Croissance rapide
1361,MCC4088,2025-08-19,Plante en bonne santé
1362,MCC4088,2025-10-28,Croissance rapide
1363,MCC5337,2025-08-17,Insectes observés
1364,MCC5337,2025-11-21,Signes de stress hydrique
1365,MCC5337,2025-11-24,Croissance rapide
1366,MCC5337,2025-07-09,Signes de stress hydrique
1367,MCC2288,2025-12-05,Feuilles abîmées
1368,MCC2288,2025-11-02,Signes de stress hydrique
1369,MCC2288,2025-07-21,Croissance rapide
1370,MCA6959,2025-06-02,Insectes observés
1371,MCA6959,2025-06-03,Plante en bonne santé
1372,MCB2928,2025-11-21,Croissance rapide
1373,MCB2928,2025-09-14,Feuilles abîmées
1374,MCB2928,2025-07-15,Insectes observés
1375,MCC1671,2025-08-27,Feuilles abîmées
1376,MCC1671,2025-11-05,Plante en bonne santé
1377,MCC1671,2025-06-20,Insectes observés
1378,MCA1346,2025-09-22,Insectes observés
1379,MCA1346,2025-08-24,Signes de stress hydrique
1380,MCA1346,2025-08-16,Feuilles abîmées
1381,MCA1346,2025-10-06,Plante en bonne santé
1382,MCA2430,2025-09-29,Plante en bonne santé
1383,MCA1375,2025-06-28,Plante en bonne santé
1384,MCA1375,2025-08-17,Plante en bonne santé
1385,MCA1375,2025-12-02,Feuilles abîmées
1386,MCA1375,2025-09-16,Feuilles abîmées
1387,MCA1375,2025-11-06,Signes de stress hydrique
1388,MCC1235,2025-12-26,Plante en bonne santé
1389,MCC1235,2025-12-13,Plante en bonne santé
1390,MCB9501,2025-08-06,Insectes observés
1391,MCB9501,2025-12-15,Signes de stress hydrique
1392,MCA6238,2025-10-24,Insectes observés
1393,MCA6238,2025-11-01,Croissance rapide
1394,MCA6238,2025-08-25,Plante en bonne santé
1395,MCB6600,2025-06-29,Feuilles abîmées
1396,MCA0579,2025-11-02,Insectes observés
1397,MCA2109,2025-08-17,Croissance rapide
1398,MCA2109,2025-10-23,Plante en bonne santé
1399,MCA2109,2025-10-27,Insectes observés
1400,MCB8990,2025-11-28,Croissance rapide
1401,MCC5430,2025-06-10,Signes de stress hydrique
1402,MCC5292,2025-10-07,Feuilles abîmées
1403,MCA0210,2025-10-24,Feuilles abîmées
1404,MCA0210,2025-08-24,Signes de stress hydrique
1405,MCA0210,2025-09-06,Plante en bonne santé
1406,MCA0210,2025-06-06,Croissance rapide
1407,MCA0210,2025-07-28,Signes de stress hydrique
1408,MCB3252,2025-08-18,Feuilles abîmées
1409,MCA4695,2025-12-26,Insectes observés
1410,MCB9620,2025-06-14,Insectes observés
1411,MCB9620,2025-07-06,Feuilles abîmées
1412,MCB9620,2025-08-15,Croissance rapide
1413,MCC1900,2025-08-29,Insectes observés
1414,MCC1900,2025-06-29,Croissance rapide
1415,MCC1900,2025-08-09,Croissance rapide
1416,MCC1900,2025-12-12,Signes de stress hydrique
1417,MCC1900,2025-06-06,Signes de stress hydrique
1418,MCB7029,2025-09-11,Signes de stress hydrique
1419,MCB7029,2025-12-15,Plante en bonne santé
1420,MCB7029,2025-09-10,Plante en bonne santé
1421,MCB7029,2025-09-15,Insectes observés
1422,MCB2531,2025-12-28,Insectes observés
1423,MCB2531,2025-12-24,Insectes observés
1424,MCB3743,2025-09-10,Signes de stress hydrique
1425,MCA0245,2025-07-17,Plante en bonne santé
1426,MCA0245,2025-08-23,Insectes observés
1427,MCA0245,2025-09-30,Feuilles abîmées
1428,MCA0245,2025-08-30,Plante en bonne santé
1429,MCC8476,2025-10-26,Croissance rapide
1430,MCC8476,2025-11-29,Feuilles abîmées
1431,MCC8476,2025-06-08,Signes de stress hydrique
1432,MCA2146,2025-10-13,Insectes observés
1433,MCA2146,2025-09-11,Insectes observés
1434,MCA2146,2025-09-30,Croissance rapide
1435,MCB6324,2025-07-07,Plante en bonne santé
1436,MCB6324,2025-07-11,Signes de stress hydrique
1437,MCB6324,2025-06-02,Insectes observés
1438,MCB6324,2025-12-18,Feuilles abîmées
1439,MCA6035,2025-11-30,Insectes observés
1440,MCA6035,2025-12-12,Croissance rapide
1441,MCA6035,2025-10-06,Feuilles abîmées
1442,MCA3138,2025-08-02,Feuilles abîmées
1443,MCB1062,2025-07-06,Insectes observés
1444,MCB1062,2025-11-11,Feuilles abîmées
1445,MCB1062,2025-07-18,Insectes observés
1446,MCB1062,2025-07-02,Feuilles abîmées
1447,MCB1062,2025-08-14,Feuilles abîmées
1448,MCB6238,2025-12-20,Feuilles abîmées
1449,MCB6238,2025-08-02,Signes de stress hydrique
1450,MCB6238,2025-11-21,Plante en bonne santé
1451,MCC1954,2025-12-26,Feuilles abîmées
1452,MCC1954,2025-12-25,Croissance rapide
1453,MCC2384,2025-07-06,Feuilles abîmées
1454,MCC2384,2025-09-22,Croissance rapide
1455,MCC2384,2025-07-21,Feuilles abîmées
1456,MCC2384,2025-11-23,Signes de stress hydrique
1457,MCB2310,2025-06-20,Signes de stress hydrique
1458,MCB2310,2025-07-14,Signes de stress hydrique
1459,MCB2310,2025-10-29,Croissance rapide
1460,MCB2310,2025-08-15,Croissance rapide
1461,MCB2310,2025-09-30,Insectes observés
1462,MCC5516,2025-09-18,Plante en bonne santé
1463,MCA8528,2025-11-07,Plante en bonne santé
1464,MCA8528,2025-07-28,Feuilles abîmées
1465,MCA8528,2025-06-20,Insectes observés
1466,MCA8528,2025-11-15,Croissance rapide
1467,MCA8528,2025-11-23,Signes de stress hydrique
1468,MCB4096,2025-09-01,Feuilles abîmées
1469,MCB4096,2025-08-19,Insectes observés
1470,MCB4096,2025-12-25,Plante en bonne santé
1471,MCB4096,2025-10-02,Signes de stress hydrique
1472,MCC5958,2025-07-13,Signes de stress hydrique
1473,MCB1341,2025-08-28,Plante en bonne santé
1474,MCA8951,2025-11-05,Plante en bonne santé
1475,MCC8982,2025-06-23,Insectes observés
1476,MCC8982,2025-10-02,Signes de stress hydrique
1477,MCC8982,2025-07-28,Signes de stress hydrique
1478,MCC8982,2025-10-11,Feuilles abîmées
1479,MCC8982,2025-10-21,Insectes observés
1480,MCA8491,2025-08-24,Feuilles abîmées
1481,MCA8491,2025-10-31,Insectes observés
1482,MCA8491,2025-08-21,Signes de stress hydrique
1483,MCA8491,2025-09-13,Signes de stress hydrique
1484,MCC6486,2025-08-16,Insectes observés
1485,MCC6486,2025-08-19,Insectes observés
1486,MCC6486,2025-07-16,Signes de stress hydrique
1487,MCC6486,2025-11-11,Signes de stress hydrique
1488,MCB8940,2025-11-18,Signes de stress hydrique
1489,MCB8940,2025-06-01,Insectes observés
1490,MCB8940,2025-10-03,Feuilles abîmées
1491,MCB8940,2025-09-12,Feuilles abîmées
1492,MCC5308,2025-12-24,Feuilles abîmées
1493,MCC5308,2025-06-13,Signes de stress hydrique
1494,MCC5308,2025-11-28,Insectes observés
1495,MCC5308,2025-06-22,Feuilles abîmées
1496,MCC5308,2025-11-22,Insectes observés
1497,MCC2089,2025-12-02,Plante en bonne santé
1498,MCA8664,2025-11-24,Signes de stress hydrique
1499,MCA8664,2025-10-12,Insectes observés
1500,MCA8664,2025-06-17,Plante en bonne santé
1501,MCA8664,2025-09-21,Plante en bonne santé
1502,MCC7620,2025-11-18,Plante en bonne santé
1503,MCC7620,2025-06-23,Signes de stress hydrique
1504,MCC7620,2025-12-24,Signes de stress hydrique
1505,MCB6039,2025-12-09,Insectes observés
1506,MCB6039,2025-11-19,Insectes observés
1507,MCB6039,2025-06-27,Feuilles abîmées
1508,MCB6039,2025-12-12,Croissance rapide
1509,MCB6039,2025-10-10,Feuilles abîmées
1510,MCC5186,2025-09-14,Signes de stress hydrique
1511,MCC5186,2025-09-23,Feuilles abîmées
1512,MCC5186,2025-11-29,Signes de stress hydrique
1513,MCC5186,2025-08-18,Signes de stress hydrique
1514,MCC5186,2025-06-11,Plante en bonne santé
1515,MCC2433,2025-12-10,Signes de stress hydrique
1516,MCC2433,2025-10-31,Signes de stress hydrique
1517,MCC2433,2025-09-28,Signes de stress hydrique
1518,MCA6435,2025-07-03,Plante en bonne santé
1519,MCA6435,2025-08-30,Croissance rapide
1520,MCA6435,2025-11-29,Insectes observés
1521,MCA6435,2025-07-06,Insectes observés
1522,MCC8002,2025-07-24,Insectes observés
1523,MCC8002,2025-06-22,Feuilles abîmées
1524,MCC8002,2025-10-02,Croissance rapide
1525,MCC8002,2025-06-17,Signes de stress hydrique
1526,MCC8002,2025-10-10,Signes de stress hydrique
1527,MCB4750,2025-10-03,Insectes observés
1528,MCC6632,2025-07-03,Plante en bonne santé
1529,MCB6878,2025-10-11,Croissance rapide
1530,MCB6878,2025-08-30,Signes de stress hydrique
1531,MCB6878,2025-07-09,Insectes observés
1532,MCB6878,2025-07-15,Croissance rapide
1533,MCA7520,2025-06-01,Feuilles abîmées
1534,MCA7520,2025-09-19,Croissance rapide
1535,MCA7520,2025-11-27,Feuilles abîmées
1536,MCA7520,2025-10-06,Feuilles abîmées
1537,MCA7520,2025-11-04,Croissance rapide
1538,MCC2157,2025-12-16,Signes de stress hydrique
1539,MCC2157,2025-11-20,Croissance rapide
1540,MCC2157,2025-11-19,Feuilles abîmées
1541,MCC2157,2025-06-20,Feuilles abîmées
1542,MCC0574,2025-08-26,Feuilles abîmées
1543,MCC0574,2025-11-30,Croissance rapide
1544,MCC0574,2025-12-13,Feuilles abîmées
1545,MCC0574,2025-07-13,Signes de stress hydrique
1546,MCC0574,2025-10-31,Insectes observés
1547,MCB2140,2025-08-01,Plante en bonne santé
1548,MCB2140,2025-11-18,Insectes observés
1549,MCB2140,2025-06-27,Croissance rapide
1550,MCB2140,2025-07-18,Insectes observés
1551,MCA3957,2025-10-19,Insectes observés
1552,MCB0162,2025-10-02,Plante en bonne santé
1553,MCC5370,2025-10-31,Croissance rapide
1554,MCC5370,2025-11-21,Feuilles abîmées
1555,MCC5370,2025-06-04,Croissance rapide
1556,MCC5370,2025-06-08,Plante en bonne santé
1557,MCB0680,2025-07-02,Signes de stress hydrique
1558,MCB0680,2025-09-24,Signes de stress hydrique
1559,MCC8594,2025-09-27,Croissance rapide
1560,MCC8594,2025-12-14,Insectes observés
1561,MCC8594,2025-10-14,Plante en bonne santé
1562,MCC8594,2025-09-05,Feuilles abîmées
1563,MCA3364,2025-07-18,Feuilles abîmées
1564,MCA3364,2025-11-18,Plante en bonne santé
1565,MCA3364,2025-11-21,Plante en bonne santé
1566,MCA3364,2025-07-07,Signes de stress hydrique
1567,MCB7824,2025-10-09,Insectes observés
1568,MCA9412,2025-11-16,Signes de stress hydrique
1569,MCC1650,2025-09-21,Plante en bonne santé
1570,MCC1650,2025-11-06,Insectes observés
1571,MCC1650,2025-07-14,Croissance rapide
1572,MCC1650,2025-09-17,Plante en bonne santé
1573,MCC1650,2025-06-29,Insectes observés
1574,MCB9673,2025-10-24,Signes de stress hydrique
1575,MCB8866,2025-11-05,Insectes observés
1576,MCB8866,2025-06-28,Croissance rapide
1577,MCA3182,2025-10-26,Insectes observés
1578,MCB3799,2025-06-14,Croissance rapide
1579,MCB3799,2025-11-12,Insectes observés
1580,MCB3799,2025-08-25,Signes de stress hydrique
1581,MCB3799,2025-09-02,Croissance rapide
1582,MCB2619,2025-08-05,Feuilles abîmées
1583,MCB2619,2025-06-15,Plante en bonne santé
1584,MCB2619,2025-11-30,Insectes observés
1585,MCB2619,2025-11-09,Insectes observés
1586,MCA0040,2025-08-31,Feuilles abîmées
1587,MCA0040,2025-10-20,Plante en bonne santé
1588,MCA0040,2025-11-13,Feuilles abîmées
1589,MCA1011,2025-06-02,Croissance rapide
1590,MCA1011,2025-11-08,Croissance rapide
1591,MCA1011,2025-12-04,Feuilles abîmées
1592,MCA3189,2025-06-29,Plante en bonne santé
1593,MCA9248,2025-07-13,Feuilles abîmées
1594,MCB0717,2025-08-10,Feuilles abîmées
1595,MCB0717,2025-08-21,Croissance rapide
1596,MCB0717,2025-06-13,Signes de stress hydrique
1597,MCC9221,2025-08-05,Feuilles abîmées
1598,MCC9221,2025-12-01,Signes de stress hydrique
1599,MCC9221,2025-07-23,Insectes observés
1600,MCC9221,2025-08-30,Insectes observés
1601,MCC9221,2025-11-07,Feuilles abîmées
1602,MCB9886,2025-12-17,Signes de stress hydrique
1603,MCB9886,2025-06-08,Signes de stress hydrique
1604,MCB9886,2025-06-29,Croissance rapide
1605,MCB9886,2025-11-20,Insectes observés
1606,MCB9886,2025-08-26,Feuilles abîmées
1607,MCA3329,2025-07-09,Insectes observés
1608,MCA3329,2025-12-08,Feuilles abîmées
1609,MCA3329,2025-12-10,Insectes observés
1610,MCA3329,2025-09-25,Feuilles abîmées
1611,MCA3329,2025-11-19,Plante en bonne santé
1612,MCA2822,2025-11-06,Croissance rapide
1613,MCA2822,2025-07-23,Signes de stress hydrique
1614,MCA2822,2025-11-11,Insectes observés
1615,MCA6289,2025-12-19,Plante en bonne santé
1616,MCA6289,2025-10-17,Signes de stress hydrique
1617,MCA6289,2025-10-27,Feuilles abîmées
1618,MCA6289,2025-11-27,Feuilles abîmées
1619,MCA6289,2025-07-27,Feuilles abîmées
1620,MCB2666,2025-07-19,Croissance rapide
1621,MCC1964,2025-11-15,Feuilles abîmées
1622,MCC1964,2025-07-15,Croissance rapide
1623,MCB5200,2025-10-16,Signes de stress hydrique
1624,MCB5200,2025-11-21,Plante en bonne santé
1625,MCB2570,2025-11-05,Plante en bonne santé
1626,MCB2570,2025-06-13,Croissance rapide
1627,MCB2570,2025-11-30,Signes de stress hydrique
1628,MCA9859,2025-10-20,Insectes observés
1629,MCA9859,2025-12-26,Croissance rapide
1630,MCA9859,2025-12-20,Feuilles abîmées
1631,MCA9859,2025-10-15,Insectes observés
1632,MCA9859,2025-12-05,Feuilles abîmées
1633,MCA6595,2025-11-25,Croissance rapide
1634,MCA6595,2025-08-19,Feuilles abîmées
1635,MCA6595,2025-11-14,Insectes observés
1636,MCA6595,2025-10-12,Signes de stress hydrique
1637,MCB3369,2025-07-31,Croissance rapide
1638,MCB3369,2025-11-11,Insectes observés
1639,MCB3369,2025-07-15,Insectes observés
1640,MCA3765,2025-10-23,Insectes observés
1641,MCC1200,2025-08-20,Feuilles abîmées
1642,MCC1200,2025-06-07,Insectes observés
1643,MCA0371,2025-08-03,Feuilles abîmées
1644,MCA0371,2025-08-01,Feuilles abîmées
1645,MCA0371,2025-08-16,Insectes observés
1646,MCA2343,2025-06-20,Feuilles abîmées
1647,MCA2343,2025-10-02,Plante en bonne santé
1648,MCB9768,2025-08-17,Plante en bonne santé
1649,MCB9768,2025-12-13,Croissance rapide
1650,MCB9768,2025-07-31,Signes de stress hydrique
1651,MCB9768,2025-06-07,Insectes observés
1652,MCB6529,2025-07-29,Plante en bonne santé
1653,MCB6529,2025-08-24,Signes de stress hydrique
1654,MCB6529,2025-08-28,Plante en bonne santé
1655,MCB1154,2025-12-12,Feuilles abîmées
1656,MCA2324,2025-06-13,Plante en bonne santé
1657,MCA2324,2025-06-09,Croissance rapide
1658,MCA2324,2025-11-15,Signes de stress hydrique
1659,MCA2324,2025-08-08,Insectes observés
1660,MCB3483,2025-08-15,Croissance rapide
1661,MCB3483,2025-12-07,Plante en bonne santé
1662,MCB3483,2025-08-26,Insectes observés
1663,MCB5193,2025-11-26,Signes de stress hydrique
1664,MCB5193,2025-10-26,Feuilles abîmées
1665,MCC6039,2025-12-17,Feuilles abîmées
1666,MCC6039,2025-06-01,Croissance rapide
1667,MCA2202,2025-10-04,Signes de stress hydrique
1668,MCA2202,2025-06-24,Croissance rapide
1669,MCA2202,2025-09-29,Plante en bonne santé
1670,MCA2202,2025-08-23,Feuilles abîmées
1671,MCB8575,2025-11-06,Signes de stress hydrique
1672,MCB8575,2025-09-24,Signes de stress hydrique
1673,MCB8575,2025-07-02,Signes de stress hydrique
1674,MCB4425,2025-07-09,Croissance rapide
1675,MCB4425,2025-12-11,Signes de stress hydrique
1676,MCB4425,2025-11-18,Feuilles abîmées
1677,MCB4425,2025-10-01,Croissance rapide
1678,MCB4425,2025-08-08,Croissance rapide
1679,MCB6448,2025-11-30,Signes de stress hydrique
1680,MCB6448,2025-08-19,Feuilles abîmées
1681,MCC4173,2025-11-10,Signes de stress hydrique
1682,MCC4173,2025-10-13,Insectes observés
1683,MCC4173,2025-10-19,Feuilles abîmées
1684,MCC4173,2025-08-19,Insectes observés
1685,MCC4173,2025-12-09,Feuilles abîmées
1686,MCC3654,2025-12-09,Signes de stress hydrique
1687,MCB7370,2025-12-24,Feuilles abîmées
1688,MCB7370,2025-12-29,Signes de stress hydrique
1689,MCB7370,2025-11-24,Croissance rapide
1690,MCB7370,2025-12-11,Signes de stress hydrique
1691,MCB7124,2025-11-16,Feuilles abîmées
1692,MCB7124,2025-06-29,Signes de stress hydrique
1693,MCB7124,2025-09-02,Croissance rapide
1694,MCA8978,2025-08-04,Insectes observés
1695,MCA8978,2025-11-07,Plante en bonne santé
1696,MCC3591,2025-08-16,Plante en bonne santé
1697,MCC3591,2025-06-28,Signes de stress hydrique
1698,MCC3591,2025-07-29,Feuilles abîmées
1699,MCC3591,2025-06-20,Croissance rapide
1700,MCB5264,2025-11-21,Signes de stress hydrique
1701,MCB5264,2025-09-08,Feuilles abîmées
1702,MCB5264,2025-07-02,Feuilles abîmées
1703,MCB5264,2025-09-04,Insectes observés
1704,MCB5264,2025-09-21,Croissance rapide
1705,MCC9125,2025-09-23,Signes de stress hydrique
1706,MCC9125,2025-10-17,Insectes observés
